class_tag,Overall score Excellent,Overall score Very Good,Overall score Good,Overall score Fair,Overall score Unsatisfactory,Overall score Course Mean,Overall score FAS Mean,Materials Excellent,Materials Very Good,Materials Good,Materials Fair,Materials Unsatisfactory,Materials Course Mean,Materials FAS Mean,Assignments Excellent,Assignments Very Good,Assignments Good,Assignments Fair,Assignments Unsatisfactory,Assignments Course Mean,Assignments FAS Mean,Feedback Excellent,Feedback Very Good,Feedback Good,Feedback Fair,Feedback Unsatisfactory,Feedback Course Mean,Feedback FAS Mean,Section Excellent,Section Very Good,Section Good,Section Fair,Section Unsatisfactory,Section Course Mean,Section FAS Mean,mean_hours
OEB 343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OEB 343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OEB 355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OEB 355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OEB 362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OEB 362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OEB 363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OEB 363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OEB 364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OEB 364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OEB 369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OEB 369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OEB 370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OEB 370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OEB 371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OEB 371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OEB 372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OEB 372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OEB 375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OEB 375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OEB 380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OEB 380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OEB 383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OEB 383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OEB 385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OEB 385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OEB 386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OEB 386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OEB 387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OEB 387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OEB 399,50%,50%,0%,0%,0%,4.50,4.22,80%,0%,20%,0%,0%,4.60,4.22,100%,0%,0%,0%,0%,5.00,4.10,100%,0%,0%,0%,0%,5.00,4.11,100%,0%,0%,0%,0%,5.00,4.25,dary Field or Language Citation Requirement 0
OEB 399,50%,50%,0%,0%,0%,4.50,4.22,80%,0%,20%,0%,0%,4.60,4.22,100%,0%,0%,0%,0%,5.00,4.10,100%,0%,0%,0%,0%,5.00,4.11,100%,0%,0%,0%,0%,5.00,4.25,dary Field or Language Citation Requirement 0
OROMO AA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PEGV 3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PEGV 3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PERSIAN AA,56%,11%,33%,0%,0%,4.22,4.20,44%,33%,22%,0%,0%,4.22,4.18,56%,33%,11%,0%,0%,4.44,4.04,56%,22%,11%,11%,0%,4.22,4.07,63%,0%,13%,25%,0%,4.00,4.20,5.63
PERSIAN AB,33%,67%,0%,0%,0%,4.33,4.22,33%,17%,50%,0%,0%,3.83,4.22,33%,17%,50%,0%,0%,3.83,4.10,67%,17%,17%,0%,0%,4.50,4.11,50%,33%,17%,0%,0%,4.33,4.25,3.67
PERSIAN BA,46%,23%,8%,15%,8%,3.85,4.26,31%,23%,23%,15%,8%,3.54,4.25,38%,15%,31%,8%,8%,3.69,4.10,46%,31%,8%,15%,0%,4.08,4.11,46%,46%,0%,8%,0%,4.31,4.22,9.17
PERSIAN BB,80%,20%,0%,0%,0%,4.80,4.22,80%,20%,0%,0%,0%,4.80,4.22,60%,20%,20%,0%,0%,4.40,4.10,80%,20%,0%,0%,0%,4.80,4.11,67%,33%,0%,0%,0%,4.67,4.25,8.20
PERSIAN 108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PERSIAN 130AR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PERSIAN 130BR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PERSIAN 220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PERSIAN 300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHIL 3,48%,13%,35%,3%,0%,4.06,4.20,52%,31%,10%,7%,0%,4.28,4.18,43%,32%,18%,7%,0%,4.11,4.04,52%,28%,10%,7%,3%,4.17,4.07,48%,31%,10%,7%,3%,4.14,4.20,4.74
PHIL 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHIL 7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHIL 14,21%,37%,30%,7%,5%,3.63,4.17,30%,35%,28%,2%,5%,3.84,4.16,30%,37%,26%,5%,2%,3.88,4.02,33%,16%,33%,16%,2%,3.60,4.03,33%,33%,16%,19%,0%,3.79,4.17,4.47
PHIL 16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHIL 18,44%,32%,13%,9%,3%,4.05,4.22,53%,31%,10%,5%,0%,4.32,4.22,51%,32%,8%,7%,3%,4.22,4.10,58%,26%,4%,6%,5%,4.26,4.11,57%,21%,8%,8%,6%,4.14,4.25,3.76
PHIL 31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHIL 91R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHIL 91R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHIL 96,67%,33%,0%,0%,0%,4.67,4.22,83%,0%,17%,0%,0%,4.67,4.22,50%,33%,17%,0%,0%,4.33,4.10,67%,0%,33%,0%,0%,4.33,4.11,100%,0%,0%,0%,0%,5.00,4.25,1.40
PHIL 97 001,29%,43%,29%,0%,0%,4.00,4.22,43%,43%,14%,0%,0%,4.29,4.22,57%,14%,29%,0%,0%,4.29,4.10,43%,29%,29%,0%,0%,4.14,4.11,33%,33%,33%,0%,0%,4.00,4.25,4.43
PHIL 97 001,29%,43%,29%,0%,0%,4.00,4.22,43%,43%,14%,0%,0%,4.29,4.22,57%,14%,29%,0%,0%,4.29,4.10,43%,29%,29%,0%,0%,4.14,4.11,33%,33%,33%,0%,0%,4.00,4.25,4.43
PHIL 97 002,71%,0%,29%,0%,0%,4.43,4.22,86%,0%,14%,0%,0%,4.71,4.22,71%,29%,0%,0%,0%,4.71,4.10,100%,0%,0%,0%,0%,5.00,4.11,100%,0%,0%,0%,0%,5.00,4.25,dary Field or Language Citation Requirement 1
PHIL 97 002,71%,0%,29%,0%,0%,4.43,4.22,86%,0%,14%,0%,0%,4.71,4.22,71%,29%,0%,0%,0%,4.71,4.10,100%,0%,0%,0%,0%,5.00,4.11,100%,0%,0%,0%,0%,5.00,4.25,dary Field or Language Citation Requirement 1
PHIL 97 003,86%,0%,14%,0%,0%,4.71,4.22,71%,29%,0%,0%,0%,4.71,4.22,100%,0%,0%,0%,0%,5.00,4.10,57%,29%,14%,0%,0%,4.43,4.11,100%,0%,0%,0%,0%,5.00,4.25,dary Field or Language Citation Requirement 2
PHIL 97 004,86%,0%,14%,0%,0%,4.71,4.22,57%,29%,14%,0%,0%,4.43,4.22,86%,14%,0%,0%,0%,4.86,4.10,71%,29%,0%,0%,0%,4.71,4.11,100%,0%,0%,0%,0%,5.00,4.25,dary Field or Language Citation Requirement 1
PHIL 98,67%,17%,0%,17%,0%,4.33,4.22,67%,17%,0%,17%,0%,4.33,4.22,83%,0%,0%,17%,0%,4.50,4.10,67%,17%,0%,0%,17%,4.17,4.11,50%,50%,0%,0%,0%,4.50,4.25,4.17
PHIL 98 001,80%,20%,0%,0%,0%,4.80,4.17,80%,20%,0%,0%,0%,4.80,4.16,60%,40%,0%,0%,0%,4.60,4.02,80%,20%,0%,0%,0%,4.80,4.03,100%,0%,0%,0%,0%,5.00,4.17,dary Field or Language Citation Requirement 0
PHIL 98 002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHIL 99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHIL 99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHIL 103A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHIL 109,33%,50%,11%,6%,0%,4.11,4.18,56%,38%,6%,0%,0%,4.50,4.19,63%,38%,0%,0%,0%,4.63,4.05,75%,25%,0%,0%,0%,4.75,4.08,100%,0%,0%,0%,0%,5.00,4.22,3.94
PHIL 121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHIL 126S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHIL 129,86%,10%,0%,3%,0%,4.79,4.17,79%,14%,7%,0%,0%,4.72,4.16,79%,14%,3%,3%,0%,4.69,4.02,79%,18%,4%,0%,0%,4.75,4.03,68%,21%,11%,0%,0%,4.57,4.17,5.11
PHIL 137,73%,27%,0%,0%,0%,4.73,4.17,91%,9%,0%,0%,0%,4.91,4.16,73%,27%,0%,0%,0%,4.73,4.02,55%,36%,9%,0%,0%,4.45,4.03,55%,0%,36%,9%,0%,4.00,4.17,5.22
PHIL 140,41%,18%,14%,27%,0%,3.73,4.20,45%,23%,9%,18%,5%,3.86,4.18,36%,32%,18%,5%,9%,3.82,4.04,41%,5%,27%,14%,14%,3.45,4.07,35%,24%,18%,12%,12%,3.59,4.20,7.05
PHIL 144,89%,11%,0%,0%,0%,4.89,4.18,88%,13%,0%,0%,0%,4.88,4.19,86%,0%,14%,0%,0%,4.71,4.05,100%,0%,0%,0%,0%,5.00,4.08,88%,13%,0%,0%,0%,4.88,4.22,7.88
PHIL 145,33%,67%,0%,0%,0%,4.33,4.26,80%,0%,20%,0%,0%,4.60,4.25,50%,50%,0%,0%,0%,4.50,4.10,83%,17%,0%,0%,0%,4.83,4.11,0%,100%,0%,0%,0%,4.00,4.22,6.20
PHIL 149S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHIL 155,55%,36%,9%,0%,0%,4.45,4.26,82%,18%,0%,0%,0%,4.82,4.25,55%,36%,9%,0%,0%,4.45,4.10,60%,20%,20%,0%,0%,4.40,4.11,33%,67%,0%,0%,0%,4.33,4.22,5.80
PHIL 156,40%,53%,7%,0%,0%,4.33,4.22,73%,20%,7%,0%,0%,4.67,4.22,53%,27%,20%,0%,0%,4.33,4.10,67%,27%,7%,0%,0%,4.60,4.11,53%,27%,20%,0%,0%,4.33,4.25,5.77
PHIL 159A,88%,6%,6%,0%,0%,4.81,4.17,88%,6%,6%,0%,0%,4.81,4.16,63%,25%,6%,0%,6%,4.38,4.02,88%,6%,6%,0%,0%,4.81,4.03,100%,0%,0%,0%,0%,5.00,4.17,7.00
PHIL 159S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHIL 164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHIL 166T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHIL 167,63%,25%,0%,13%,0%,4.38,4.20,57%,29%,0%,0%,14%,4.14,4.18,71%,14%,0%,0%,14%,4.29,4.04,67%,0%,17%,0%,17%,4.00,4.07,100%,0%,0%,0%,0%,5.00,4.20,3.00
PHIL 169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHIL 169W,50%,50%,0%,0%,0%,4.50,4.20,100%,0%,0%,0%,0%,5.00,4.18,100%,0%,0%,0%,0%,5.00,4.04,100%,0%,0%,0%,0%,5.00,4.07,0%,100%,0%,0%,0%,4.00,4.20,4.75
PHIL 171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHIL 172M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHIL 177,88%,13%,0%,0%,0%,4.88,4.22,75%,25%,0%,0%,0%,4.75,4.22,75%,25%,0%,0%,0%,4.75,4.10,88%,13%,0%,0%,0%,4.88,4.11,75%,25%,0%,0%,0%,4.75,4.25,4.13
PHIL 178Z,79%,13%,8%,0%,0%,4.71,4.22,83%,8%,8%,0%,0%,4.75,4.22,67%,29%,4%,0%,0%,4.63,4.10,50%,33%,13%,4%,0%,4.29,4.11,59%,27%,9%,5%,0%,4.41,4.25,4.35
PHIL 185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHIL 186,63%,25%,13%,0%,0%,4.50,4.22,63%,13%,25%,0%,0%,4.38,4.22,50%,38%,13%,0%,0%,4.38,4.10,50%,25%,25%,0%,0%,4.25,4.11,100%,0%,0%,0%,0%,5.00,4.25,7.88
PHIL 188,46%,23%,31%,0%,0%,4.15,4.23,77%,8%,8%,8%,0%,4.54,4.24,85%,8%,0%,8%,0%,4.69,4.09,62%,15%,15%,8%,0%,4.31,4.13,38%,54%,8%,0%,0%,4.31,4.24,7.50
PHIL 188A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHIL 192,77%,23%,0%,0%,0%,4.77,4.18,69%,31%,0%,0%,0%,4.69,4.19,69%,23%,8%,0%,0%,4.62,4.05,77%,23%,0%,0%,0%,4.77,4.08,67%,33%,0%,0%,0%,4.67,4.22,7.17
PHIL 239,60%,40%,0%,0%,0%,4.60,4.22,80%,20%,0%,0%,0%,4.80,4.22,25%,75%,0%,0%,0%,4.25,4.10,100%,0%,0%,0%,0%,5.00,4.11,100%,0%,0%,0%,0%,5.00,4.25,7.40
PHIL 240L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHIL 242Q,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHIL 247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHIL 248R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHIL 256E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHIL 271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHIL 279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHIL 279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHIL 299HFA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHIL 300AAA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHIL 300B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHIL 301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHIL 301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHIL 302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHIL 302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHIL 303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHIL 303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHIL 305 001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHIL 305 001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHIL 305 005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHIL 305 005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHIL 305 006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHIL 305 007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHIL 305 007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHIL 305 009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHIL 305 010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHIL 305 010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHIL 305 012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHIL 305 013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHIL 305 014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHIL 305 015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHIL 305 017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHIL 305 018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHIL 305 019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHIL 305 020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHIL 305 020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHIL 305 021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHIL 305 022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHIL 305 023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHIL 305 028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHIL 305 029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHIL 305 032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHIL 305 035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHIL 305 050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHIL 305 060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHIL 305 070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHIL 305 078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHIL 305 080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHIL 305 090,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHIL 305 100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHIL 305 110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHIL 305 120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHIL 305 140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHIL 305 150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHIL 305 160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHIL 305 170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHIL 305 180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHIL 305 190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHIL 305 200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHIL 305 210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHIL 305 220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHIL 305 230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHIL 311,100%,0%,0%,0%,0%,5.00,4.20,100%,0%,0%,0%,0%,5.00,4.18,100%,0%,0%,0%,0%,5.00,4.04,100%,0%,0%,0%,0%,5.00,4.07,100%,0%,0%,0%,0%,5.00,4.20,mend with Reservations 3 0 0%
PHIL 311,100%,0%,0%,0%,0%,5.00,4.20,100%,0%,0%,0%,0%,5.00,4.18,100%,0%,0%,0%,0%,5.00,4.04,100%,0%,0%,0%,0%,5.00,4.07,100%,0%,0%,0%,0%,5.00,4.20,mend with Reservations 3 0 0%
PHIL 312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHIL 312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHIL 315HFA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHIL 315HFB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHIL 316R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHIL 316R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHIL 321G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHIL 333 001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHIL 333 001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHIL 333 003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHIL 333 004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHIL 333 006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHIL 333 008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHIL 333 009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHIL 333 010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHIL 333 010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHIL 333 011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHIL 333 012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHIL 333 013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHIL 333 014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHIL 333 017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHIL 333 018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHIL 333 019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHIL 333 020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHIL 333 020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHIL 333 021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHIL 333 022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHIL 333 023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHIL 333 030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHIL 333 035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHIL 333 038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHIL 333 050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHIL 333 060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHIL 333 070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHIL 333 078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHIL 333 080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHIL 333 090,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHIL 333 100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHIL 333 110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHIL 333 120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHIL 333 140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHIL 333 150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHIL 333 160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHIL 333 170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHIL 333 180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHIL 333 190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHIL 333 200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHIL 333 210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHIL 333 220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHIL 333 230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHIL 344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHIL 344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHIL 399 001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHIL 399 001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHIL 399 003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHIL 399 004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHIL 399 007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHIL 399 008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHIL 399 009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHIL 399 010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHIL 399 010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHIL 399 011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHIL 399 012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHIL 399 013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHIL 399 014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHIL 399 016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHIL 399 017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHIL 399 018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHIL 399 019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHIL 399 020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHIL 399 020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHIL 399 021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHIL 399 022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHIL 399 023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHIL 399 024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHIL 399 025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHIL 399 026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHIL 399 050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHIL 399 060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
