class_name,class_tag,instructors,term,session,start_date,end_date,days,start_time,end_time,class_number,course_id,consent,enrolled,school,department,subject,location,units,course_component,grading_basis,cross_reg,exam/final_deadline,class_capacity,instruction_mode,curriculum_phase,visiting_clerks,required_course,distributional_electives,mds/mde_rec._elec.,up_project_based,up_concentration,up_methods,limited_enrollment,studio_option,academic_areas,waitlist,credit_type
Primary Care Clerkship,AC 700M 3,,2024 Spring,Full Term,4/1/2024,3/23/2025,,,,19039,211001,Instructor,,Harvard Medical School,Program in Medical Education,Primary Care,,0-4,Discipline Specific,HMS MD Sat/Unsat,N/A,,No Limit,In Person,PCE,NO,,,,,,,,,,,
Primary Care Clerkship,AC 700M 4,,2023 Fall,Full Term,9/26/2023,9/22/2024,,,,26692,211001,Instructor,,Harvard Medical School,Program in Medical Education,Primary Care,,0-4,Discipline Specific,HMS MD Sat/Unsat,N/A,,No Limit,In Person,PCE,NO,,,,,,,,,,,
Real Estate and City Making in China,ADV 9127,['Bing Wang'],2023 Fall,Full Term,9/5/2023,12/6/2023,['M'],1:30pm,4:15pm,26764,200024,No Consent,,Graduate School of Design,Urban Planning & Design,Adv Stud/Methods/Propedeutics,,4,Lecture,GSD Graded,Available for Harvard Cross Registration,,,In Person,,,N/A,"['MArch Global Culture/Diversity Dist. Elective', 'MAUD/MLAUD Models of Development Dist. Elective']",N/A,N/A,"['UP Housing', 'Community', 'Econ Devel Concentration', 'UP International & Comparative Plan Concentration', 'UP International Planning concentration', 'UP Real Estate/Urban Development concentration']",N/A,"['Limited enrollment', 'GSD students given priority']",N/A,,,
Independent Study by Candidates for Master's Degrees,ADV 9201,,2023 Fall,Full Term,,,,,,20366,200041,No Consent,,Graduate School of Design,Graduate School of Design,Adv Stud/Methods/Propedeutics,,2-4,Independent Study,GSD Graded,Not Available for Cross Registration,,,In Person,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,
"Preparation for Independent Thesis Proposal for MUP, MAUD, or MLAUD",ADV 9204,['Ann Forsyth'],2023 Fall,Full Term,9/5/2023,12/6/2023,['F'],9:00am,11:45am,20321,200044,No Consent,,Graduate School of Design,Urban Planning & Design,Adv Stud/Methods/Propedeutics,,4,Lecture,GSD Graded,Not Available for Cross Registration,,,In Person,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,
Independent Thesis in Satisfaction of Degree MArch,ADV 9301,['Eric Howeler'],2023 Fall,Full Term,9/5/2023,12/6/2023,,,,20376,200050,No Consent,,Graduate School of Design,Architecture,Adv Stud/Methods/Propedeutics,,12,Thesis Research,GSD Graded,N/A,,,In Person,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,
Preparation of MLA Design Thesis,ADV 9341,['Charles Waldheim'],2023 Fall,Full Term,9/5/2023,12/6/2023,['Th'],9:00am,11:45am,20363,200056,No Consent,,Graduate School of Design,Landscape Architecture,Adv Stud/Methods/Propedeutics,,4,Project-based Seminar,GSD Graded,Not Available for Cross Registration,,,In Person,,,N/A,"['MLA Rep', 'Theory', 'Hist Distributional Elective']",N/A,N/A,N/A,N/A,N/A,N/A,,,
Independent Design Engineering Project I,ADV 9381,"['Jock Herron', 'Kathleen Brandenburg']",2023 Fall,Full Term,9/5/2023,12/6/2023,['T'],3:00pm,5:45pm,20364,205512,No Consent,,Graduate School of Design,Architecture,Adv Stud/Methods/Propedeutics,,6,Independent Study,GSD Graded,Not Available for Cross Registration,,,In Person,,,Required by MDE program,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,
Independent Study by Candidates for Doctoral Degrees,ADV 9502,,2023 Fall,Full Term,,,,,,20378,200058,No Consent,,Graduate School of Design,Graduate School of Design,Adv Stud/Methods/Propedeutics,,2-4,Thesis Research,GSD Graded,Available for Harvard Cross Registration,,,In Person,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,
Preparation of Doctoral Thesis Proposal,ADV 9503 002,['Martin Bechthold'],2023 Fall,Full Term,9/5/2023,12/6/2023,,,,26770,200059,No Consent,,Graduate School of Design,Architecture,Adv Stud/Methods/Propedeutics,,4,Advanced Research Seminar,GSD Graded,Not Available for Cross Registration,,,In Person,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,
Preparation of Doctoral Thesis Proposal,ADV 9503 003,['Diane Davis'],2023 Fall,Full Term,9/5/2023,12/6/2023,,,,26771,200059,No Consent,,Graduate School of Design,Architecture,Adv Stud/Methods/Propedeutics,,4,Advanced Research Seminar,GSD Graded,N/A,,,In Person,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,
Preparation of Doctoral Thesis Proposal,ADV 9503 004,['Ali Malkawi'],2023 Fall,Full Term,9/5/2023,12/6/2023,,,,26772,200059,No Consent,,Graduate School of Design,Architecture,Adv Stud/Methods/Propedeutics,,4,Advanced Research Seminar,GSD Graded,N/A,,,In Person,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,
Preparation of Doctoral Thesis Proposal,ADV 9503 005,['Mohsen Mostafavi'],2023 Fall,Full Term,9/5/2023,12/6/2023,,,,26773,200059,No Consent,,Graduate School of Design,Architecture,Adv Stud/Methods/Propedeutics,,4,Advanced Research Seminar,GSD Graded,N/A,,,In Person,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,
Preparation of Doctoral Thesis Proposal,ADV 9503 006,"['Erika Naginski', 'Antoine Picon']",2023 Fall,Full Term,9/5/2023,12/6/2023,,,,26774,200059,No Consent,,Graduate School of Design,Architecture,Adv Stud/Methods/Propedeutics,,4,Advanced Research Seminar,GSD Graded,N/A,,,In Person,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,
Preparation of Doctoral Thesis Proposal,ADV 9503 007,['Richard Peiser'],2023 Fall,Full Term,9/5/2023,12/6/2023,,,,26775,200059,No Consent,,Graduate School of Design,Architecture,Adv Stud/Methods/Propedeutics,,4,Advanced Research Seminar,GSD Graded,N/A,,,In Person,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,
Preparation of Doctoral Thesis Proposal,ADV 9503 008,"['Antoine Picon', 'Ali Malkawi']",2023 Fall,Full Term,9/5/2023,12/6/2023,,,,26776,200059,No Consent,,Graduate School of Design,Architecture,Adv Stud/Methods/Propedeutics,,4,Advanced Research Seminar,GSD Graded,N/A,,,In Person,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,
Preparation of Doctoral Thesis Proposal,ADV 9503 009,['Peter Rowe'],2023 Fall,Full Term,9/5/2023,12/6/2023,,,,26777,200059,No Consent,,Graduate School of Design,Architecture,Adv Stud/Methods/Propedeutics,,4,Advanced Research Seminar,GSD Graded,N/A,,,In Person,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,
Preparation of Doctoral Thesis Proposal,ADV 9503 010,"['Holly Samuelson', 'Ali Malkawi']",2023 Fall,Full Term,9/5/2023,12/6/2023,,,,26778,200059,No Consent,,Graduate School of Design,Architecture,Adv Stud/Methods/Propedeutics,,4,Advanced Research Seminar,GSD Graded,N/A,,,In Person,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,
Thesis in Satisfaction of Degree Doctor of Design,ADV 9504 002,['Martin Bechthold'],2023 Fall,Full Term,9/5/2023,12/6/2023,,,,26779,200060,No Consent,,Graduate School of Design,Urban Planning & Design,Adv Stud/Methods/Propedeutics,,16,Thesis Research,GSD Satisfactory/Unsatisfactory (Degree Credit),N/A,,,In Person,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,
Thesis in Satisfaction of Degree Doctor of Design,ADV 9504 003,['Diane Davis'],2023 Fall,Full Term,9/5/2023,12/6/2023,,,,26780,200060,No Consent,,Graduate School of Design,Urban Planning & Design,Adv Stud/Methods/Propedeutics,,16,Thesis Research,GSD Satisfactory/Unsatisfactory (Degree Credit),N/A,,,In Person,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,
Thesis in Satisfaction of Degree Doctor of Design,ADV 9504 004,['Gareth Doherty'],2023 Fall,Full Term,9/5/2023,12/6/2023,,,,26781,200060,No Consent,,Graduate School of Design,Urban Planning & Design,Adv Stud/Methods/Propedeutics,,16,Thesis Research,GSD Satisfactory/Unsatisfactory (Degree Credit),N/A,,,In Person,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,
Thesis in Satisfaction of Degree Doctor of Design,ADV 9504 005,['Mohsen Mostafavi'],2023 Fall,Full Term,9/5/2023,12/6/2023,,,,26782,200060,No Consent,,Graduate School of Design,Urban Planning & Design,Adv Stud/Methods/Propedeutics,,16,Thesis Research,GSD Satisfactory/Unsatisfactory (Degree Credit),N/A,,,In Person,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,
Thesis in Satisfaction of Degree Doctor of Design,ADV 9504 006,['Peter Rowe'],2023 Fall,Full Term,9/5/2023,12/6/2023,,,,26783,200060,No Consent,,Graduate School of Design,Urban Planning & Design,Adv Stud/Methods/Propedeutics,,16,Thesis Research,GSD Satisfactory/Unsatisfactory (Degree Credit),N/A,,,In Person,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,
Thesis in Satisfaction of Degree Doctor of Design,ADV 9504 007,['Carole Voulgaris'],2023 Fall,Full Term,9/5/2023,12/6/2023,,,,26784,200060,No Consent,,Graduate School of Design,Urban Planning & Design,Adv Stud/Methods/Propedeutics,,16,Thesis Research,GSD Satisfactory/Unsatisfactory (Degree Credit),N/A,,,In Person,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,
Thesis in Satisfaction of Degree Doctor of Design,ADV 9504 008,['Charles Waldheim'],2023 Fall,Full Term,9/5/2023,12/6/2023,,,,26785,200060,No Consent,,Graduate School of Design,Urban Planning & Design,Adv Stud/Methods/Propedeutics,,16,Thesis Research,GSD Satisfactory/Unsatisfactory (Degree Credit),N/A,,,In Person,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,
Thesis Extension in Satisfaction of Degree Doctor of Design,ADV 9506 002,['Martin Bechthold'],2023 Fall,Full Term,9/5/2023,12/6/2023,,,,26786,200061,No Consent,,Graduate School of Design,Architecture,Adv Stud/Methods/Propedeutics,,16,Thesis Research,GSD Satisfactory/Unsatisfactory (Degree Credit),N/A,,,In Person,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,
Thesis Extension in Satisfaction of Degree Doctor of Design,ADV 9506 003,['Anita Berrizbeitia'],2023 Fall,Full Term,9/5/2023,12/6/2023,,,,26787,200061,No Consent,,Graduate School of Design,Architecture,Adv Stud/Methods/Propedeutics,,16,Thesis Research,GSD Satisfactory/Unsatisfactory (Degree Credit),N/A,,,In Person,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,
Thesis Extension in Satisfaction of Degree Doctor of Design,ADV 9506 004,['Diane Davis'],2023 Fall,Full Term,9/5/2023,12/6/2023,,,,26788,200061,No Consent,,Graduate School of Design,Architecture,Adv Stud/Methods/Propedeutics,,16,Thesis Research,GSD Satisfactory/Unsatisfactory (Degree Credit),N/A,,,In Person,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,
Thesis Extension in Satisfaction of Degree Doctor of Design,ADV 9506 005,['Gareth Doherty'],2023 Fall,Full Term,9/5/2023,12/6/2023,,,,26789,200061,No Consent,,Graduate School of Design,Architecture,Adv Stud/Methods/Propedeutics,,16,Thesis Research,GSD Satisfactory/Unsatisfactory (Degree Credit),N/A,,,In Person,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,
Thesis Extension in Satisfaction of Degree Doctor of Design,ADV 9506 006,['Ann Forsyth'],2023 Fall,Full Term,9/5/2023,12/6/2023,,,,26790,200061,No Consent,,Graduate School of Design,Architecture,Adv Stud/Methods/Propedeutics,,16,Thesis Research,GSD Satisfactory/Unsatisfactory (Degree Credit),N/A,,,In Person,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,
Thesis Extension in Satisfaction of Degree Doctor of Design,ADV 9506 007,['Ali Malkawi'],2023 Fall,Full Term,9/5/2023,12/6/2023,,,,26791,200061,No Consent,,Graduate School of Design,Architecture,Adv Stud/Methods/Propedeutics,,16,Thesis Research,GSD Satisfactory/Unsatisfactory (Degree Credit),N/A,,,In Person,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,
Thesis Extension in Satisfaction of Degree Doctor of Design,ADV 9506 008,['John May'],2023 Fall,Full Term,9/5/2023,12/6/2023,,,,26792,200061,No Consent,,Graduate School of Design,Architecture,Adv Stud/Methods/Propedeutics,,16,Thesis Research,GSD Satisfactory/Unsatisfactory (Degree Credit),N/A,,,In Person,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,
Thesis Extension in Satisfaction of Degree Doctor of Design,ADV 9506 009,['Rahul Mehrotra'],2023 Fall,Full Term,9/5/2023,12/6/2023,,,,26793,200061,No Consent,,Graduate School of Design,Architecture,Adv Stud/Methods/Propedeutics,,16,Thesis Research,GSD Satisfactory/Unsatisfactory (Degree Credit),N/A,,,In Person,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,
Thesis Extension in Satisfaction of Degree Doctor of Design,ADV 9506 010,['Mohsen Mostafavi'],2023 Fall,Full Term,9/5/2023,12/6/2023,,,,26794,200061,No Consent,,Graduate School of Design,Architecture,Adv Stud/Methods/Propedeutics,,16,Thesis Research,GSD Satisfactory/Unsatisfactory (Degree Credit),N/A,,,In Person,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,
Thesis Extension in Satisfaction of Degree Doctor of Design,ADV 9506 011,['Erika Naginski'],2023 Fall,Full Term,9/5/2023,12/6/2023,,,,26795,200061,No Consent,,Graduate School of Design,Architecture,Adv Stud/Methods/Propedeutics,,16,Thesis Research,GSD Satisfactory/Unsatisfactory (Degree Credit),N/A,,,In Person,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,
Thesis Extension in Satisfaction of Degree Doctor of Design,ADV 9506 012,['Richard Peiser'],2023 Fall,Full Term,9/5/2023,12/6/2023,,,,26796,200061,No Consent,,Graduate School of Design,Architecture,Adv Stud/Methods/Propedeutics,,16,Thesis Research,GSD Satisfactory/Unsatisfactory (Degree Credit),N/A,,,In Person,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,
Thesis Extension in Satisfaction of Degree Doctor of Design,ADV 9506 013,['Antoine Picon'],2023 Fall,Full Term,9/5/2023,12/6/2023,,,,26797,200061,No Consent,,Graduate School of Design,Architecture,Adv Stud/Methods/Propedeutics,,16,Thesis Research,GSD Satisfactory/Unsatisfactory (Degree Credit),N/A,,,In Person,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,
Thesis Extension in Satisfaction of Degree Doctor of Design,ADV 9506 014,['Peter Rowe'],2023 Fall,Full Term,9/5/2023,12/6/2023,,,,26798,200061,No Consent,,Graduate School of Design,Architecture,Adv Stud/Methods/Propedeutics,,16,Thesis Research,GSD Satisfactory/Unsatisfactory (Degree Credit),N/A,,,In Person,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,
Thesis Extension in Satisfaction of Degree Doctor of Design,ADV 9506 015,['Carole Voulgaris'],2023 Fall,Full Term,9/5/2023,12/6/2023,,,,26799,200061,No Consent,,Graduate School of Design,Architecture,Adv Stud/Methods/Propedeutics,,16,Thesis Research,GSD Satisfactory/Unsatisfactory (Degree Credit),N/A,,,In Person,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,
Thesis Extension in Satisfaction of Degree Doctor of Design,ADV 9506 016,['Charles Waldheim'],2023 Fall,Full Term,9/5/2023,12/6/2023,,,,26800,200061,No Consent,,Graduate School of Design,Architecture,Adv Stud/Methods/Propedeutics,,16,Thesis Research,GSD Satisfactory/Unsatisfactory (Degree Credit),N/A,,,In Person,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,
MArch II Proseminar,ADV 9601,['Scott Cohen'],2023 Fall,Full Term,9/5/2023,12/6/2023,"['M', 'Th', '', '']",,,16786,200063,No Consent,,Graduate School of Design,Architecture,Adv Stud/Methods/Propedeutics,,4,Conference Course,GSD Graded,Not Available for Cross Registration,,,In Person,,,Required by Architecture program,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,
Proseminar in Landscape Architecture,ADV 9641,['Gareth Doherty'],2023 Fall,Full Term,9/5/2023,12/6/2023,['W'],3:00pm,5:45pm,20315,200065,No Consent,,Graduate School of Design,Landscape Architecture,Adv Stud/Methods/Propedeutics,,4,Discussion-based Seminar,GSD Graded,Not Available for Cross Registration,,,In Person,,,Required by LA program,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,
Proseminar in PUBLICS: Of the Public. In the Public. By the Public,ADV 9671,['Toni Griffin'],2023 Fall,Full Term,9/5/2023,12/6/2023,['W'],9:00am,11:45am,20353,218638,No Consent,,Graduate School of Design,Graduate School of Design,Adv Stud/Methods/Propedeutics,,4,Discussion-based Seminar,GSD Graded,Not Available for Cross Registration,,,In Person,,,Required by MDES Publics,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,
"Proseminar in MEDIUMS: On Making Culture, Technology, and Art",ADV 9672,['Allen Sayegh'],2023 Fall,Full Term,9/5/2023,12/6/2023,['Th'],3:00pm,5:45pm,20354,218639,No Consent,,Graduate School of Design,Graduate School of Design,Adv Stud/Methods/Propedeutics,,4,Discussion-based Seminar,GSD Graded,Not Available for Cross Registration,,,In Person,,,Required by MDES Mediums,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,
Proseminar in NARRATIVES: Word and Image as Narrative Structure,ADV 9673,['Edward Eigen'],2023 Fall,Full Term,9/5/2023,12/6/2023,['T'],3:00pm,5:45pm,20355,218640,No Consent,,Graduate School of Design,Graduate School of Design,Adv Stud/Methods/Propedeutics,,4,Discussion-based Seminar,GSD Graded,Not Available for Cross Registration,,,In Person,,,Required by MDES Narratives,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,
"Proseminar in ECOLOGIES: Interrelated, In-between, Dynamic",ADV 9674,['Chris Reed'],2023 Fall,Full Term,9/5/2023,12/6/2023,['F'],12:00pm,2:45pm,20356,218641,No Consent,,Graduate School of Design,Graduate School of Design,Adv Stud/Methods/Propedeutics,,4,Discussion-based Seminar,GSD Graded,Not Available for Cross Registration,,,In Person,,,Required by MDES Ecologies,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,
Master in Real Estate Practicum Preparatory Seminar,ADV 9850,"['Frank Apeseche', 'Matthew Kiefer', 'Weijia Song']",2023 Fall,Full Term,9/5/2023,12/6/2023,['M'],4:30pm,6:00pm,27505,222649,No Consent,,Graduate School of Design,Urban Planning & Design,Adv Stud/Methods/Propedeutics,,0,Discussion-based Seminar,GSD Satisfactory/Unsatisfactory,Not Available for Cross Registration,,,In Person,,,Required by MRE program,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,
Clinical Anaesthesia,AE 501M 1,['Olaoluwakitan Awolesi'],2023 Fall,Full Term,7/5/2023,7/30/2023,,,,10084,214642,Instructor,,Harvard Medical School,Program in Medical Education,Anesthesia,,0-4,Discipline Specific,HMS Clinical Grading,N/A,,No Limit,In Person,Post-PCE,US-CANADIAN ONLY,,,,,,,,,,,
Clinical Anaesthesia,AE 501M 1,,2024 Spring,Full Term,1/3/2024,1/28/2024,,,,17497,214642,Instructor,,Harvard Medical School,Program in Medical Education,Anesthesia,,0-4,Discipline Specific,HMS Clinical Grading,N/A,,No Limit,In Person,Post-PCE,US-CANADIAN ONLY,,,,,,,,,,,
Clinical Anaesthesia,AE 501M 2,['Jennifer McSweeney'],2023 Fall,Full Term,7/5/2023,7/30/2023,,,,10090,214642,Instructor,,Harvard Medical School,Program in Medical Education,Anesthesia,,0-4,Discipline Specific,HMS Clinical Grading,N/A,,No Limit,In Person,Post-PCE,US-CANADIAN ONLY,,,,,,,,,,,
Clinical Anaesthesia,AE 501M 2,,2024 Spring,Full Term,1/3/2024,1/28/2024,,,,17527,214642,Instructor,,Harvard Medical School,Program in Medical Education,Anesthesia,,0-4,Discipline Specific,HMS Clinical Grading,N/A,,No Limit,In Person,Post-PCE,US-CANADIAN ONLY,,,,,,,,,,,
Clinical Anaesthesia,AE 501M 3,['Alexander Kuo'],2023 Fall,Full Term,7/5/2023,7/30/2023,,,,10095,214642,Instructor,,Harvard Medical School,Program in Medical Education,Anesthesia,,0-4,Discipline Specific,HMS Clinical Grading,N/A,,No Limit,In Person,Post-PCE,Yes (may be restricted for international students),,,,,,,,,,,
Clinical Anaesthesia,AE 501M 3,,2024 Spring,Full Term,1/3/2024,1/28/2024,,,,17594,214642,Instructor,,Harvard Medical School,Program in Medical Education,Anesthesia,,0-4,Discipline Specific,HMS Clinical Grading,N/A,,No Limit,In Person,Post-PCE,Yes (may be restricted for international students),,,,,,,,,,,
Clinical Anaesthesia,AE 501M 4,['Olaoluwakitan Awolesi'],2023 Fall,Full Term,7/31/2023,8/27/2023,,,,10115,214642,Instructor,,Harvard Medical School,Program in Medical Education,Anesthesia,,0-4,Discipline Specific,HMS Clinical Grading,Not Available for Cross Registration,,No Limit,In Person,Post-PCE,US-CANADIAN ONLY,,,,,,,,,,,
Clinical Anaesthesia,AE 501M 4,,2024 Spring,Full Term,1/29/2024,2/25/2024,,,,17759,214642,Instructor,,Harvard Medical School,Program in Medical Education,Anesthesia,,0-4,Discipline Specific,HMS Clinical Grading,N/A,,No Limit,In Person,Post-PCE,US-CANADIAN ONLY,,,,,,,,,,,
Clinical Anaesthesia,AE 501M 5,['Jennifer McSweeney'],2023 Fall,Full Term,7/31/2023,8/27/2023,,,,10121,214642,Instructor,,Harvard Medical School,Program in Medical Education,Anesthesia,,0-4,Discipline Specific,HMS Clinical Grading,Not Available for Cross Registration,,No Limit,In Person,Post-PCE,US-CANADIAN ONLY,,,,,,,,,,,
Clinical Anaesthesia,AE 501M 5,,2024 Spring,Full Term,1/29/2024,2/25/2024,,,,17790,214642,Instructor,,Harvard Medical School,Program in Medical Education,Anesthesia,,0-4,Discipline Specific,HMS Clinical Grading,N/A,,No Limit,In Person,Post-PCE,US-CANADIAN ONLY,,,,,,,,,,,
Clinical Anaesthesia,AE 501M 6,['Alexander Kuo'],2023 Fall,Full Term,7/31/2023,8/27/2023,,,,10126,214642,Instructor,,Harvard Medical School,Program in Medical Education,Anesthesia,,0-4,Discipline Specific,HMS Clinical Grading,Not Available for Cross Registration,,No Limit,In Person,Post-PCE,Yes (may be restricted for international students),,,,,,,,,,,
Clinical Anaesthesia,AE 501M 6,,2024 Spring,Full Term,1/29/2024,2/25/2024,,,,17857,214642,Instructor,,Harvard Medical School,Program in Medical Education,Anesthesia,,0-4,Discipline Specific,HMS Clinical Grading,N/A,,No Limit,In Person,Post-PCE,Yes (may be restricted for international students),,,,,,,,,,,
Clinical Anaesthesia,AE 501M 7,,2023 Fall,Full Term,8/28/2023,9/24/2023,,,,25684,214642,Instructor,,Harvard Medical School,Program in Medical Education,Anesthesia,,0-4,Discipline Specific,HMS Clinical Grading,N/A,,No Limit,In Person,Post-PCE,US-CANADIAN ONLY,,,,,,,,,,,
Clinical Anaesthesia,AE 501M 8,,2023 Fall,Full Term,8/28/2023,9/24/2023,,,,25713,214642,Instructor,,Harvard Medical School,Program in Medical Education,Anesthesia,,0-4,Discipline Specific,HMS Clinical Grading,N/A,,No Limit,In Person,Post-PCE,US-CANADIAN ONLY,,,,,,,,,,,
Clinical Anaesthesia,AE 501M 8,,2024 Spring,Full Term,2/26/2024,3/24/2024,,,,18044,214642,Instructor,,Harvard Medical School,Program in Medical Education,Anesthesia,,0-4,Discipline Specific,HMS Clinical Grading,N/A,,No Limit,In Person,Post-PCE,US-CANADIAN ONLY,,,,,,,,,,,
Clinical Anaesthesia,AE 501M 9,,2023 Fall,Full Term,8/28/2023,9/24/2023,,,,25775,214642,Instructor,,Harvard Medical School,Program in Medical Education,Anesthesia,,0-4,Discipline Specific,HMS Clinical Grading,N/A,,No Limit,In Person,Post-PCE,Yes (may be restricted for international students),,,,,,,,,,,
Clinical Anaesthesia,AE 501M 9,,2024 Spring,Full Term,2/26/2024,3/24/2024,,,,18076,214642,Instructor,,Harvard Medical School,Program in Medical Education,Anesthesia,,0-4,Discipline Specific,HMS Clinical Grading,N/A,,No Limit,In Person,Post-PCE,US-CANADIAN ONLY,,,,,,,,,,,
Clinical Anaesthesia,AE 501M 10,,2023 Fall,Full Term,9/25/2023,10/22/2023,,,,25898,214642,Instructor,,Harvard Medical School,Program in Medical Education,Anesthesia,,0-4,Discipline Specific,HMS Clinical Grading,N/A,,No Limit,In Person,Post-PCE,US-CANADIAN ONLY,,,,,,,,,,,
Clinical Anaesthesia,AE 501M 10,,2024 Spring,Full Term,2/26/2024,3/24/2024,,,,18142,214642,Instructor,,Harvard Medical School,Program in Medical Education,Anesthesia,,0-4,Discipline Specific,HMS Clinical Grading,N/A,,No Limit,In Person,Post-PCE,Yes (may be restricted for international students),,,,,,,,,,,
Clinical Anaesthesia,AE 501M 11,,2023 Fall,Full Term,9/25/2023,10/22/2023,,,,25928,214642,Instructor,,Harvard Medical School,Program in Medical Education,Anesthesia,,0-4,Discipline Specific,HMS Clinical Grading,N/A,,No Limit,In Person,Post-PCE,US-CANADIAN ONLY,,,,,,,,,,,
Clinical Anaesthesia,AE 501M 12,,2023 Fall,Full Term,9/25/2023,10/22/2023,,,,25995,214642,Instructor,,Harvard Medical School,Program in Medical Education,Anesthesia,,0-4,Discipline Specific,HMS Clinical Grading,N/A,,No Limit,In Person,Post-PCE,Yes (may be restricted for international students),,,,,,,,,,,
Clinical Anaesthesia,AE 501M 12,,2024 Spring,Full Term,4/1/2024,4/28/2024,,,,18333,214642,Instructor,,Harvard Medical School,Program in Medical Education,Anesthesia,,0-4,Discipline Specific,HMS Clinical Grading,N/A,,No Limit,In Person,Post-PCE,US-CANADIAN ONLY,,,,,,,,,,,
